Day fraction since midnight on 	Accumulator Pressure (Pa)	DO probe (mg/L)	Source Pressure (Pa)	air valve control ()
0.619968974	27753.4082	4.691770077	32143.72656	0.4374752
0.619970122	27647.63281	4.709771633	32143.72656	0.439344591
0.619971283	27448.41992	4.718295097	32143.72656	0.441286944
0.619972432	27202.19531	4.72911644	32143.72656	0.439907051
0.619973534	27336.94531	4.736758232	32143.72656	0.43759561
0.619974742	27582.12891	4.735624313	32143.72656	0.435991991
0.619975901	27710.13867	4.747237682	32143.72656	0.436269173
0.619977054	27535.89063	4.769546509	32143.72656	0.436713827
0.619978216	27448.7207	4.781469822	32143.72656	0.439054349
0.619979341	27370.30859	4.792319298	32143.72656	0.439521504
0.619980536	27387.32813	4.796563149	32143.72656	0.438832166
0.61998172	27476.84766	4.802287102	32143.72656	0.435964267
0.619982834	27592.53906	4.814276218	32143.72656	0.43616077
0.619983995	27575.39648	4.827517033	32143.72656	0.437114311
0.619985166	27362.73242	4.841748714	32143.72656	0.437447095
0.619986316	27248.875	4.851853371	32143.72656	0.435989762
0.619987488	27408.48438	4.854560852	32143.72656	0.435203398
0.619988567	27502.86328	4.858911991	32143.72656	0.434243299
0.619989786	27649.98438	4.866832256	32143.72656	0.433900463
0.619990923	27420.98828	4.884343147	32143.72656	0.435076496
0.619992072	27388.83594	4.891684532	32143.72656	0.436653444
0.619993257	27270.01953	4.903081417	32143.72656	0.43615354
0.619994394	27308.2207	4.910543442	32143.72656	0.433829151
0.619995565	27447.01953	4.912376881	32143.72656	0.432851639
0.619996739	27615.57422	4.91855526	32143.72656	0.433162566
0.619997856	27565.42578	4.942538738	32143.72656	0.435474243
